iso2c,port,total_in_port,total_ips,port_name,ssl,port_group,un_code,country_name,region,sub_region,iso3c,iso3n,imf,wb,continent
RU,8443,32668,2553353,web-alt,TRUE,web,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
BE,8443,269582,691567,web-alt,TRUE,web,56,Belgium,Europe,Western Europe,BEL,56,124,BEL,Europe
NL,8443,81109,3465581,web-alt,TRUE,web,528,Netherlands,Europe,Western Europe,NLD,528,138,NLD,Europe
KE,8443,1099,25704,web-alt,TRUE,web,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
HU,8443,4850,319720,web-alt,TRUE,web,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
EU,8443,8249,568221,web-alt,TRUE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
LK,8443,372,125122,web-alt,TRUE,web,144,Sri Lanka,Asia,Southern Asia,LKA,144,524,LKA,Asia
SO,8443,14,834,web-alt,TRUE,web,706,Somalia,Africa,Eastern Africa,SOM,706,726,SOM,Africa
A1,8443,119,8120,web-alt,TRUE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
CO,8443,27386,1524809,web-alt,TRUE,web,170,Colombia,Latin America and the Caribbean,South America,COL,170,233,COL,Americas
AL,8443,61,21462,web-alt,TRUE,web,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
CR,8443,4118,132639,web-alt,TRUE,web,188,Costa Rica,Latin America and the Caribbean,Central America,CRI,188,238,CRI,Americas
SS,8443,13,418,web-alt,TRUE,web,728,South Sudan,Africa,Eastern Africa,SSD,728,733,SSD,Africa
SL,8443,10,423,web-alt,TRUE,web,694,Sierra Leone,Africa,Western Africa,SLE,694,724,SLE,Africa
AW,8443,31,2457,web-alt,TRUE,web,533,Aruba,Latin America and the Caribbean,Caribbean,ABW,533,314,ABW,Americas
TM,8443,2,591,web-alt,TRUE,web,795,Turkmenistan,Asia,Central Asia,TKM,795,925,TKM,Asia
%,8443,5,3610,web-alt,TRUE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL,990,1390,268043,ftps,TRUE,file-transfer,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
SE,990,2381,685508,ftps,TRUE,file-transfer,752,Sweden,Europe,Northern Europe,SWE,752,144,SWE,Europe
CZ,990,4891,474110,ftps,TRUE,file-transfer,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
DK,990,4546,341639,ftps,TRUE,file-transfer,208,Denmark,Europe,Northern Europe,DNK,208,128,DNK,Europe
BY,990,102,41920,ftps,TRUE,file-transfer,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
UA,990,666,649048,ftps,TRUE,file-transfer,804,Ukraine,Europe,Eastern Europe,UKR,804,926,UKR,Europe
OM,990,405,315556,ftps,TRUE,file-transfer,512,Oman,Asia,Western Asia,OMN,512,449,OMN,Asia
AF,990,437,4772,ftps,TRUE,file-transfer,4,Afghanistan,Asia,Southern Asia,AFG,4,512,AFG,Asia
PF,990,1903,5497,ftps,TRUE,file-transfer,258,French Polynesia,Oceania,Polynesia,PYF,258,887,PYF,Oceania
NI,990,17,21281,ftps,TRUE,file-transfer,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
TW,995,43141,2212144,pop3,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
MY,995,10957,226639,pop3,TRUE,mail,458,Malaysia,Asia,South-Eastern Asia,MYS,458,548,MYS,Asia
AU,995,235675,1207909,pop3,TRUE,mail,36,Australia,Oceania,Australia and New Zealand,AUS,36,193,AUS,Oceania
EE,995,8724,66660,pop3,TRUE,mail,233,Estonia,Europe,Northern Europe,EST,233,939,EST,Europe
PT,995,9919,219575,pop3,TRUE,mail,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
PK,995,2620,213305,pop3,TRUE,mail,586,Pakistan,Asia,Southern Asia,PAK,586,564,PAK,Asia
KE,995,1875,25704,pop3,TRUE,mail,404,Kenya,Africa,Eastern Africa,KEN,404,664,KEN,Africa
MZ,995,629,7147,pop3,TRUE,mail,508,Mozambique,Africa,Eastern Africa,MOZ,508,688,MOZ,Africa
AE,995,721,1344393,pop3,TRUE,mail,784,United Arab Emirates,Asia,Western Asia,ARE,784,466,ARE,Asia
SN,995,36,7162,pop3,TRUE,mail,686,Senegal,Africa,Western Africa,SEN,686,722,SEN,Africa
TM,995,19,591,pop3,TRUE,mail,795,Turkmenistan,Asia,Central Asia,TKM,795,925,TKM,Asia
BW,995,71,6254,pop3,TRUE,mail,72,Botswana,Africa,Southern Africa,BWA,72,616,BWA,Africa
KP,995,18,303,pop3,TRUE,mail,408,Democratic People's Republic of Korea,Asia,Eastern Asia,PRK,408,NA,PRK,Asia
CW,995,106,14340,pop3,TRUE,mail,531,Curaçao,Latin America and the Caribbean,Caribbean,CUW,531,354,CUW,Americas
PF,995,1925,5497,pop3,TRUE,mail,258,French Polynesia,Oceania,Polynesia,PYF,258,887,PYF,Oceania
MM,995,186,1756,pop3,TRUE,mail,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
LS,995,10,5573,pop3,TRUE,mail,426,Lesotho,Africa,Southern Africa,LSO,426,666,LSO,Africa
LA,995,50,5704,pop3,TRUE,mail,418,Lao People's Democratic Republic,Asia,South-Eastern Asia,LAO,418,544,LAO,Asia
FJ,995,27,4690,pop3,TRUE,mail,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
KI,995,1,197,pop3,TRUE,mail,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
SE,110,27282,685508,pop3,FALSE,mail,752,Sweden,Europe,Northern Europe,SWE,752,144,SWE,Europe
CY,110,2211,27058,pop3,FALSE,mail,196,Cyprus,Asia,Western Asia,CYP,196,423,CYP,Asia
HR,110,2744,77249,pop3,FALSE,mail,191,Croatia,Europe,Southern Europe,HRV,191,960,HRV,Europe
LB,110,918,77217,pop3,FALSE,mail,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
NG,110,1080,65815,pop3,FALSE,mail,566,Nigeria,Africa,Western Africa,NGA,566,694,NGA,Africa
TM,110,129,591,pop3,FALSE,mail,795,Turkmenistan,Asia,Central Asia,TKM,795,925,TKM,Asia
FK,110,1275,1418,pop3,FALSE,mail,238,Falkland Islands (Malvinas),Latin America and the Caribbean,South America,FLK,238,323,FLK,Americas
%,110,444,3610,pop3,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
KY,110,66,5156,pop3,FALSE,mail,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
BR,110,122523,3673992,pop3,FALSE,mail,76,Brazil,Latin America and the Caribbean,South America,BRA,76,223,BRA,Americas
NA,110,236,7895,pop3,FALSE,mail,516,Namibia,Africa,Southern Africa,NAM,516,728,NAM,Africa
NA,110,236,7895,pop3,FALSE,mail,830,Channel Islands,Europe,Northern Europe,NA,NA,NA,NA,NA
NA,110,236,7895,pop3,FALSE,mail,680,Sark,Europe,Northern Europe,NA,NA,NA,NA,NA
CI,110,205,13455,pop3,FALSE,mail,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
JM,110,139,25967,pop3,FALSE,mail,388,Jamaica,Latin America and the Caribbean,Caribbean,JAM,388,343,JAM,Americas
MM,110,220,1756,pop3,FALSE,mail,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
SM,110,99,2314,pop3,FALSE,mail,674,San Marino,Europe,Southern Europe,SMR,674,135,SMR,Europe
MC,110,76,2810,pop3,FALSE,mail,492,Monaco,Europe,Western Europe,MCO,492,NA,MCO,Europe
AG,110,32,6098,pop3,FALSE,mail,28,Antigua and Barbuda,Latin America and the Caribbean,Caribbean,ATG,28,311,ATG,Americas
LC,110,21,2512,pop3,FALSE,mail,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
TH,135,26312,1475645,dce,FALSE,microsoft,764,Thailand,Asia,South-Eastern Asia,THA,764,578,THA,Asia
RU,135,176725,2553353,dce,FALSE,microsoft,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
LV,135,3813,103835,dce,FALSE,microsoft,428,Latvia,Europe,Northern Europe,LVA,428,941,LVA,Europe
JO,135,1357,62275,dce,FALSE,microsoft,400,Jordan,Asia,Western Asia,JOR,400,439,JOR,Asia
QA,135,267,40574,dce,FALSE,microsoft,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
NO,135,7219,383932,dce,FALSE,microsoft,578,Norway,Europe,Northern Europe,NOR,578,142,NOR,Europe
TZ,135,725,11518,dce,FALSE,microsoft,834,United Republic of Tanzania,Africa,Eastern Africa,TZA,834,738,TZA,Africa
GH,135,706,11785,dce,FALSE,microsoft,288,Ghana,Africa,Western Africa,GHA,288,652,GHA,Africa
LS,135,4661,5573,dce,FALSE,microsoft,426,Lesotho,Africa,Southern Africa,LSO,426,666,LSO,Africa
BY,135,1330,41920,dce,FALSE,microsoft,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
ME,135,327,22690,dce,FALSE,microsoft,499,Montenegro,Europe,Southern Europe,MNE,499,943,MNE,Europe
IS,135,390,25169,dce,FALSE,microsoft,352,Iceland,Europe,Northern Europe,ISL,352,176,ISL,Europe
MX,135,18694,3430468,dce,FALSE,microsoft,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
ML,135,36,8944,dce,FALSE,microsoft,466,Mali,Africa,Western Africa,MLI,466,678,MLI,Africa
HT,135,97,6761,dce,FALSE,microsoft,332,Haiti,Latin America and the Caribbean,Caribbean,HTI,332,263,HTI,Americas
GM,135,51,1506,dce,FALSE,microsoft,270,Gambia,Africa,Western Africa,GMB,270,648,GMB,Africa
FJ,135,30,4690,dce,FALSE,microsoft,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
SL,135,10,423,dce,FALSE,microsoft,694,Sierra Leone,Africa,Western Africa,SLE,694,724,SLE,Africa
CV,135,29,1218,dce,FALSE,microsoft,132,Cabo Verde,Africa,Western Africa,CPV,132,624,CPV,Africa
TO,135,5,375,dce,FALSE,microsoft,776,Tonga,Oceania,Polynesia,TON,776,866,TON,Oceania
LC,135,37,2512,dce,FALSE,microsoft,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
ST,135,5,237,dce,FALSE,microsoft,678,Sao Tome and Principe,Africa,Middle Africa,STP,678,716,STP,Africa
CF,135,6,180,dce,FALSE,microsoft,140,Central African Republic,Africa,Middle Africa,CAF,140,626,CAF,Africa
AQ,143,5,20,imap,FALSE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
US,1723,1703083,41110769,pptp,TRUE,vpn,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
RU,1723,165624,2553353,pptp,TRUE,vpn,643,Russian Federation,Europe,Eastern Europe,RUS,643,922,RUS,Europe
HU,1723,23267,319720,pptp,TRUE,vpn,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
IQ,1723,1812,52432,pptp,TRUE,vpn,368,Iraq,Asia,Western Asia,IRQ,368,433,IRQ,Asia
PL,1723,78538,1461490,pptp,TRUE,vpn,616,Poland,Europe,Eastern Europe,POL,616,964,POL,Europe
LB,1723,4369,77217,pptp,TRUE,vpn,422,Lebanon,Asia,Western Asia,LBN,422,446,LBN,Asia
AL,1723,1176,21462,pptp,TRUE,vpn,8,Albania,Europe,Southern Europe,ALB,8,914,ALB,Europe
ZA,1723,50014,356858,pptp,TRUE,vpn,710,South Africa,Africa,Southern Africa,ZAF,710,199,ZAF,Africa
TJ,1723,2930,6145,pptp,TRUE,vpn,762,Tajikistan,Asia,Central Asia,TJK,762,923,TJK,Asia
MW,1723,228,3705,pptp,TRUE,vpn,454,Malawi,Africa,Eastern Africa,MWI,454,676,MWI,Africa
ML,1723,173,8944,pptp,TRUE,vpn,466,Mali,Africa,Western Africa,MLI,466,678,MLI,Africa
TG,1723,138,1301,pptp,TRUE,vpn,768,Togo,Africa,Western Africa,TGO,768,742,TGO,Africa
LK,1723,714,125122,pptp,TRUE,vpn,144,Sri Lanka,Asia,Southern Asia,LKA,144,524,LKA,Asia
SZ,1723,68,1366,pptp,TRUE,vpn,748,Swaziland,Africa,Southern Africa,SWZ,748,734,SWZ,Africa
VI,1723,113,3973,pptp,TRUE,vpn,850,United States Virgin Islands,Latin America and the Caribbean,Caribbean,VIR,850,NA,VIR,Americas
GW,1723,125,255,pptp,TRUE,vpn,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
AP,1723,66,12550,pptp,TRUE,vpn,NA,NA,NA,NA,NA,NA,NA,NA,NA
TD,23,41,384,telnet,FALSE,shell,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
VA,25,26,256,smtp,FALSE,mail,336,Holy See,Europe,Southern Europe,VAT,336,NA,VAT,Europe
LU,445,845,41602,smb,FALSE,microsoft,442,Luxembourg,Europe,Western Europe,LUX,442,137,LUX,Europe
IT,445,85676,2337777,smb,FALSE,microsoft,380,Italy,Europe,Southern Europe,ITA,380,136,ITA,Europe
CZ,445,17301,474110,smb,FALSE,microsoft,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
GI,445,188,5296,smb,FALSE,microsoft,292,Gibraltar,Europe,Southern Europe,GIB,292,823,GIB,Europe
IE,445,6950,836267,smb,FALSE,microsoft,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
CI,445,242,13455,smb,FALSE,microsoft,384,Cote d'Ivoire,Africa,Western Africa,CIV,384,662,CIV,Africa
SD,445,182,5486,smb,FALSE,microsoft,729,Sudan,Africa,Northern Africa,SDN,736,732,SDN,Africa
SC,445,47,7719,smb,FALSE,microsoft,690,Seychelles,Africa,Eastern Africa,SYC,690,718,SYC,Africa
SY,445,119,121688,smb,FALSE,microsoft,760,Syrian Arab Republic,Asia,Western Asia,SYR,760,463,SYR,Asia
LC,445,32,2512,smb,FALSE,microsoft,662,Saint Lucia,Latin America and the Caribbean,Caribbean,LCA,662,362,LCA,Americas
UY,445,2096,42363,smb,FALSE,microsoft,858,Uruguay,Latin America and the Caribbean,South America,URY,858,298,URY,Americas
AS,445,9,347,smb,FALSE,microsoft,16,American Samoa,Oceania,Polynesia,ASM,16,859,ASM,Oceania
IL,5000,5043,268043,upnp,FALSE,upnp,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
BA,5000,713,54817,upnp,FALSE,upnp,70,Bosnia and Herzegovina,Europe,Southern Europe,BIH,70,963,BIH,Europe
ZW,5000,535,10353,upnp,FALSE,upnp,716,Zimbabwe,Africa,Eastern Africa,ZWE,716,698,ZWE,Africa
MU,5000,392,16806,upnp,FALSE,upnp,480,Mauritius,Africa,Eastern Africa,MUS,480,684,MUS,Africa
RE,5000,523,27030,upnp,FALSE,upnp,638,Réunion,Africa,Eastern Africa,REU,638,696,REU,Africa
RW,5000,11,3171,upnp,FALSE,upnp,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
BN,5000,165,4192,upnp,FALSE,upnp,96,Brunei Darussalam,Asia,South-Eastern Asia,BRN,96,516,BRN,Asia
GF,5000,133,2281,upnp,FALSE,upnp,254,French Guiana,Latin America and the Caribbean,South America,GUF,254,333,GUF,Americas
AF,5000,183,4772,upnp,FALSE,upnp,4,Afghanistan,Asia,Southern Asia,AFG,4,512,AFG,Asia
VC,5000,40,5070,upnp,FALSE,upnp,670,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,VCT,670,364,VCT,Americas
MC,5000,85,2810,upnp,FALSE,upnp,492,Monaco,Europe,Western Europe,MCO,492,NA,MCO,Europe
GW,5000,2,255,upnp,FALSE,upnp,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
SX,5000,23,2494,upnp,FALSE,upnp,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
CA,5900,33439,2003404,vnc,FALSE,gui-admin,124,Canada,Latin America and the Caribbean,Northern America,CAN,124,156,CAN,Americas
KR,5900,166364,5655032,vnc,FALSE,gui-admin,410,Republic of Korea,Asia,Eastern Asia,KOR,410,542,KOR,Asia
SE,5900,9254,685508,vnc,FALSE,gui-admin,752,Sweden,Europe,Northern Europe,SWE,752,144,SWE,Europe
PT,5900,2416,219575,vnc,FALSE,gui-admin,620,Portugal,Europe,Southern Europe,PRT,620,182,PRT,Europe
FI,5900,2368,230381,vnc,FALSE,gui-admin,246,Finland,Europe,Northern Europe,FIN,246,172,FIN,Europe
TH,5900,13708,1475645,vnc,FALSE,gui-admin,764,Thailand,Asia,South-Eastern Asia,THA,764,578,THA,Asia
BS,5900,184,8019,vnc,FALSE,gui-admin,44,Bahamas,Latin America and the Caribbean,Caribbean,BHS,44,313,BHS,Americas
BO,5900,263,126542,vnc,FALSE,gui-admin,68,Bolivia (Plurinational State of),Latin America and the Caribbean,South America,BOL,68,218,BOL,Americas
CR,5900,430,132639,vnc,FALSE,gui-admin,188,Costa Rica,Latin America and the Caribbean,Central America,CRI,188,238,CRI,Americas
SX,5900,5,2494,vnc,FALSE,gui-admin,534,Sint Maarten (Dutch part),Latin America and the Caribbean,Caribbean,SXM,534,NA,SXM,Americas
VG,5900,45,11843,vnc,FALSE,gui-admin,92,British Virgin Islands,Latin America and the Caribbean,Caribbean,VGB,92,NA,VGB,Americas
CV,5900,5,1218,vnc,FALSE,gui-admin,132,Cabo Verde,Africa,Western Africa,CPV,132,624,CPV,Africa
CK,5900,14,382,vnc,FALSE,gui-admin,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
CV,8443,17,1218,web-alt,TRUE,web,132,Cabo Verde,Africa,Western Africa,CPV,132,624,CPV,Africa
US,9100,2697880,41110769,jetdirect,FALSE,printer,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
CA,9100,25662,2003404,jetdirect,FALSE,printer,124,Canada,Latin America and the Caribbean,Northern America,CAN,124,156,CAN,Americas
TR,9100,7580,1272877,jetdirect,FALSE,printer,792,Turkey,Asia,Western Asia,TUR,792,186,TUR,Asia
GB,9100,75198,2970971,jetdirect,FALSE,printer,826,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,GBR,826,112,GBR,Europe
CZ,9100,4452,474110,jetdirect,FALSE,printer,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
HU,9100,2636,319720,jetdirect,FALSE,printer,348,Hungary,Europe,Eastern Europe,HUN,348,944,HUN,Europe
QA,9100,8985,40574,jetdirect,FALSE,printer,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
LV,9100,526,103835,jetdirect,FALSE,printer,428,Latvia,Europe,Northern Europe,LVA,428,941,LVA,Europe
LA,9100,5,5704,jetdirect,FALSE,printer,418,Lao People's Democratic Republic,Asia,South-Eastern Asia,LAO,418,544,LAO,Asia
CW,9100,45,14340,jetdirect,FALSE,printer,531,Curaçao,Latin America and the Caribbean,Caribbean,CUW,531,354,CUW,Americas
UG,9100,50,5677,jetdirect,FALSE,printer,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
NI,9100,16,21281,jetdirect,FALSE,printer,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
AX,9100,10,4771,jetdirect,FALSE,printer,248,Åland Islands,Europe,Northern Europe,ALA,248,NA,ALA,Europe
US,993,4119321,41110769,imap,TRUE,mail,840,United States of America,Latin America and the Caribbean,Northern America,USA,840,111,USA,Americas
ES,993,77032,2059795,imap,TRUE,mail,724,Spain,Europe,Southern Europe,ESP,724,184,ESP,Europe
IL,993,9593,268043,imap,TRUE,mail,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
CZ,993,31325,474110,imap,TRUE,mail,203,Czechia,Europe,Eastern Europe,CZE,203,935,CZE,Europe
IE,993,7298,836267,imap,TRUE,mail,372,Ireland,Europe,Northern Europe,IRL,372,178,IRL,Europe
BY,993,1547,41920,imap,TRUE,mail,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
UG,993,180,5677,imap,TRUE,mail,800,Uganda,Africa,Eastern Africa,UGA,800,746,UGA,Africa
GP,993,43,7055,imap,TRUE,mail,312,Guadeloupe,Latin America and the Caribbean,Caribbean,GLP,312,329,GLP,Americas
TT,993,62,49537,imap,TRUE,mail,780,Trinidad and Tobago,Latin America and the Caribbean,Caribbean,TTO,780,369,TTO,Americas
KH,993,370,24396,imap,TRUE,mail,116,Cambodia,Asia,South-Eastern Asia,KHM,116,522,KHM,Asia
MX,993,6680,3430468,imap,TRUE,mail,484,Mexico,Latin America and the Caribbean,Central America,MEX,484,273,MEX,Americas
RE,993,77,27030,imap,TRUE,mail,638,Réunion,Africa,Eastern Africa,REU,638,696,REU,Africa
NI,993,240,21281,imap,TRUE,mail,558,Nicaragua,Latin America and the Caribbean,Central America,NIC,558,278,NIC,Americas
GT,993,381,277896,imap,TRUE,mail,320,Guatemala,Latin America and the Caribbean,Central America,GTM,320,258,GTM,Americas
KY,993,27,5156,imap,TRUE,mail,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
WF,21,14,637,ftp,FALSE,file-transfer,876,Wallis and Futuna Islands,Oceania,Polynesia,WLF,876,NA,WLF,Oceania
ST,21,17,237,ftp,FALSE,file-transfer,678,Sao Tome and Principe,Africa,Middle Africa,STP,678,716,STP,Africa
TV,445,2,168,smb,FALSE,microsoft,798,Tuvalu,Oceania,Polynesia,TUV,798,NA,TUV,Oceania
PW,53,20,368,dns,FALSE,dns,585,Palau,Oceania,Micronesia,PLW,585,565,PLW,Oceania
NU,5900,1,133,vnc,FALSE,gui-admin,570,Niue,Oceania,Polynesia,NIU,570,NA,NIU,Oceania
KI,8443,2,197,web-alt,TRUE,web,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
MR,9100,3,743,jetdirect,FALSE,printer,478,Mauritania,Africa,Western Africa,MRT,478,682,MRT,Africa
CC,993,1,123,imap,TRUE,mail,NA,NA,NA,NA,NA,NA,NA,NA,NA
CK,135,2,382,dce,FALSE,microsoft,184,Cook Islands,Oceania,Polynesia,COK,184,815,COK,Oceania
PN,135,1,125,dce,FALSE,microsoft,612,Pitcairn,Oceania,Polynesia,PCN,612,NA,PCN,Oceania
BL,135,1,13,dce,FALSE,microsoft,652,Saint-Barthélemy,Latin America and the Caribbean,Caribbean,BLM,652,NA,BLM,Americas
SJ,445,1,123,smb,FALSE,microsoft,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
TD,993,5,384,imap,TRUE,mail,148,Chad,Africa,Middle Africa,TCD,148,628,TCD,Africa
SJ,5000,1,123,upnp,FALSE,upnp,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
SJ,5900,1,123,vnc,FALSE,gui-admin,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
GW,5900,1,255,vnc,FALSE,gui-admin,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
MH,9100,1,1318,jetdirect,FALSE,printer,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
MH,993,4,1318,imap,TRUE,mail,584,Marshall Islands,Oceania,Micronesia,MHL,584,867,MHL,Oceania
KI,587,4,197,smtp-sub,FALSE,mail,296,Kiribati,Oceania,Micronesia,KIR,296,826,KIR,Oceania
AS,8081,3,347,web-alt,FALSE,web,16,American Samoa,Oceania,Polynesia,ASM,16,859,ASM,Oceania
BW,990,7,6254,ftps,TRUE,file-transfer,72,Botswana,Africa,Southern Africa,BWA,72,616,BWA,Africa
SN,990,4,7162,ftps,TRUE,file-transfer,686,Senegal,Africa,Western Africa,SEN,686,722,SEN,Africa
GN,990,2,906,ftps,TRUE,file-transfer,324,Guinea,Africa,Western Africa,GIN,324,656,GIN,Africa
NC,990,5,13830,ftps,TRUE,file-transfer,540,New Caledonia,Oceania,Melanesia,NCL,540,839,NCL,Oceania
FJ,990,5,4690,ftps,TRUE,file-transfer,242,Fiji,Oceania,Melanesia,FJI,242,819,FJI,Oceania
AF,995,9,4772,pop3,TRUE,mail,4,Afghanistan,Asia,Southern Asia,AFG,4,512,AFG,Asia
SJ,135,1,123,dce,FALSE,microsoft,744,Svalbard and Jan Mayen Islands,Europe,Northern Europe,SJM,744,NA,SJM,Europe
NF,143,1,125,imap,FALSE,mail,574,Norfolk Island,Oceania,Australia and New Zealand,NFK,574,NA,NFK,Oceania
GW,21,3,255,ftp,FALSE,file-transfer,624,Guinea-Bissau,Africa,Western Africa,GNB,624,654,GNB,Africa
GB,8888,82040,2970971,web-alt,FALSE,web,826,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,GBR,826,112,GBR,Europe
NL,8888,33297,3465581,web-alt,FALSE,web,528,Netherlands,Europe,Western Europe,NLD,528,138,NLD,Europe
GI,8888,1966,5296,web-alt,FALSE,web,292,Gibraltar,Europe,Southern Europe,GIB,292,823,GIB,Europe
BY,8888,761,41920,web-alt,FALSE,web,112,Belarus,Europe,Eastern Europe,BLR,112,913,BLR,Europe
NG,8888,980,65815,web-alt,FALSE,web,566,Nigeria,Africa,Western Africa,NGA,566,694,NGA,Africa
BJ,8888,13,1549,web-alt,FALSE,web,204,Benin,Africa,Western Africa,BEN,204,638,BEN,Africa
LT,8888,1013,136159,web-alt,FALSE,web,440,Lithuania,Europe,Northern Europe,LTU,440,946,LTU,Europe
RW,8888,5,3171,web-alt,FALSE,web,646,Rwanda,Africa,Eastern Africa,RWA,646,714,RWA,Africa
VC,8888,11,5070,web-alt,FALSE,web,670,Saint Vincent and the Grenadines,Latin America and the Caribbean,Caribbean,VCT,670,364,VCT,Americas
YE,8888,139,7656,web-alt,FALSE,web,887,Yemen,Asia,Western Asia,YEM,887,474,YEM,Asia
KY,8888,27,5156,web-alt,FALSE,web,136,Cayman Islands,Latin America and the Caribbean,Caribbean,CYM,136,377,CYM,Americas
PA,8888,224,137097,web-alt,FALSE,web,591,Panama,Latin America and the Caribbean,Central America,PAN,591,283,PAN,Americas
AP,8888,21,12550,web-alt,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
MM,8888,27,1756,web-alt,FALSE,web,104,Myanmar,Asia,South-Eastern Asia,MMR,104,518,MMR,Asia
AQ,8888,1,20,web-alt,FALSE,web,NA,NA,NA,NA,NA,NA,NA,NA,NA
TL,111,9,860,rpc,FALSE,rpc,626,Timor-Leste,Asia,South-Eastern Asia,TLS,626,537,TMP,Asia
CA,1433,27022,2003404,mssql,FALSE,database,124,Canada,Latin America and the Caribbean,Northern America,CAN,124,156,CAN,Americas
DE,1433,19658,4591820,mssql,FALSE,database,276,Germany,Europe,Western Europe,DEU,276,134,DEU,Europe
IL,1433,4674,268043,mssql,FALSE,database,376,Israel,Asia,Western Asia,ISR,376,436,ISR,Asia
QA,1433,387,40574,mssql,FALSE,database,634,Qatar,Asia,Western Asia,QAT,634,453,QAT,Asia
EU,1433,502,568221,mssql,FALSE,database,NA,NA,NA,NA,NA,NA,NA,NA,NA
